LOCALIDAD_CODE,DEPARTAMENTO,size,DPTOLOC_COD,LOC_NOMBRE,DPTO_CODIGO,DPTO_NOMBRE,LAT,LON
03911,03,818,03911,VIEJO MOLINO SAN BERNARDO,03,Canelones,-34.7010304,-55.9656646
17721,17,815,17721,EGAÑA,17,Soriano,-33.601464,-57.6292329
04949,04,794,04949,LAGO MERIN,04,Cerro Largo,-32.7416723,-53.2612057
03823,03,786,03823,CASTELLANOS,03,Canelones,-34.3804259,-55.9521892
12797,12,782,12797,ALGORTA,12,Río Negro,-32.4230984,-57.3924836
03999,03,781,03999,MIRADOR DE LA TAHONA,03,Canelones,-34.7764512,-55.9640148
14959,14,778,14959,ARACHANIA,14,Rocha,-34.6157638,-54.1523434
10969,10,771,10969,SAUCE DE PORTEZUELO,10,Maldonado,-34.8717059,-55.1382412
15965,15,761,15965,RINCON DE VALENTIN,15,Salto,-31.2821677,-57.1992258
18721,18,754,18721,ACHAR,18,Tacuarembó,-32.4074011,-56.1823412
09721,09,740,09721,PIRARAJA,09,Lavalleja,-33.740851,-54.7573012
03949,03,740,03949,LA MONTAÑESA,03,Canelones,-34.7200261,-55.8803066
16925,16,730,16925,CAPURRO,16,San José,-34.4340415,-56.4647157
14921,14,724,14921,AGUAS DULCES,14,Rocha,-34.2766358,-53.7814956
08823,08,722,08823,MENDOZA,08,Florida,-34.2823049,-56.2144898
14823,14,707,14823,LA CORONILLA,14,Rocha,-33.8961359,-53.5154737
11926,11,707,11926,CHAPICUY,11,Paysandú,-31.6606188,-57.8886871
08723,08,705,08723,LA CRUZ,08,Florida,-33.9302121,-56.2367996
19821,19,697,19821,ESTACION RINCON,19,Treinta y Tres,-32.8335242,-53.8324905
11721,11,692,11721,LORENZO GEYRES,11,Paysandú,-32.0790713,-57.9191119
03832,03,689,03832,OLMOS,03,Canelones,-34.6983133,-55.9291216
10823,10,687,10823,GERONA  - KM 110,10,Maldonado,-34.7675622,-55.2548138
15924,15,678,15924,ARENITAS BLANCAS,15,Salto,-31.4171635,-58.0026155
03334,03,677,03334,CARRASCO DEL SAUCE,03,Canelones,-34.6815479,-56.1129177
03984,03,665,03984,VILLA PORVENIR,03,Canelones,-34.7247172,-56.0851822
16926,16,655,16926,VILLA MARIA,16,San José,-34.5142196,-56.7605922
03978,03,653,03978,SEIS HERMANOS,03,Canelones,-34.7128661,-56.06907
14723,14,649,14723,SAN LUIS AL MEDIO,14,Rocha,-33.6043198,-53.7171477
12722,12,644,12722,BARRIO ANGLO,12,Río Negro,-33.1192767,-58.327015
02831,02,640,02831,PORT. DE HIERRO Y CAMPODONICO,02,Artigas,,
17823,17,634,17823,RISSO,17,Soriano,-33.6233122,-57.5717318
12723,12,627,12723,GRECCO,12,Río Negro,-32.815622,-57.0430812
13940,13,624,13940,LAGOS DEL NORTE,13,Rivera,-30.9833933,-55.4989326
08821,08,622,08821,CHAMIZO,08,Florida,-34.2436011,-55.9170096
03986,03,607,03986,GUAZU - VIRA,03,Canelones,-34.7677041,-55.6136676
05724,05,592,05724,LA PAZ,05,Colonia,-34.3471569,-57.309232
04827,04,590,04827,PLACIDO ROSAS,04,Cerro Largo,-32.7570191,-53.7189243
03943,03,583,03943,FORTIN DE SANTA ROSA,03,Canelones,-34.771943,-55.8056021
18695,18,582,18695,TAMBORES,18,Tacuarembó,-31.8758949,-56.2407088
11953,11,576,11953,GALLINAL,11,Paysandú,-31.8836806,-57.4782534
03979,03,574,03979,VILLA AREJO,03,Canelones,-34.5944627,-56.1682699
05979,05,573,05979,SANTA ANA,05,Colonia,-34.4214131,-57.5934499
15821,15,572,15821,ALBISU,15,Salto,-31.3842312,-57.8146463
15939,15,549,15939,GARIBALDI,15,Salto,-31.3394184,-57.8289095
05721,05,545,05721,CONCHILLAS,05,Colonia,-34.1643275,-58.0332804
14929,14,544,14929,CAPACHO,14,Rocha,-33.8949283,-53.5288203
10955,10,543,10955,PLAYA VERDE,10,Maldonado,-34.8233163,-55.3139722
05826,05,538,05826,EL SEMILLERO,05,Colonia,-34.3377674,-57.6891144
02833,02,533,02833,MONES QUINTELA,02,Artigas,-30.3735682,-57.6637734
12930,12,530,12930,LOS ARRAYANES,12,Río Negro,-33.2361747,-58.0382365
03838,03,529,03838,VILLA PAZ S.A.,03,Canelones,-34.7493114,-56.2344468
03990,03,529,03990,VILLA SAN CONO,03,Canelones,-34.6712724,-56.1674749
09722,09,527,09722,ZAPICAN,09,Lavalleja,-33.5276325,-54.9395366
11937,11,522,11937,ORGOROSO,11,Paysandú,-32.3802859,-57.5177595
16825,16,521,16825,18 DE JULIO (PUEBLO NUEVO),16,San José,-34.4449676,-56.4432514
08790,08,521,08790,CERRO CHATO,08,Florida,-33.1065092,-55.1367192
02925,02,516,02925,CAINSA,02,Artigas,-30.3893297,-57.6124354
10992,10,508,10992,LA JUANITA,10,Maldonado,-34.8354931,-54.6558978
03921,03,494,03921,ARAMINDA,03,Canelones,-34.7850865,-55.5528269
10926,10,485,10926,BELLA VISTA,10,Maldonado,-34.8021034,-55.3574519
18829,18,482,18829,PASO BONILLA,18,Tacuarembó,-31.8085152,-55.9771604
15827,15,482,15827,TERMAS DEL DAYMAN,15,Salto,-31.4525017,-57.9083609
11722,11,480,11722,MERINOS,11,Paysandú,-32.3847103,-56.9086156
02822,02,477,02822,CORONADO,02,Artigas,-30.276196,-57.6028684
03922,03,474,03922,ARGENTINO,03,Canelones,-34.7889146,-55.4538684
10828,10,467,10828,SOLIS,10,Maldonado,-34.7923733,-55.3837161
10825,10,467,10825,LAS FLORES - ESTACION,10,Maldonado,-34.7893148,-55.3276597
15723,15,466,15723,CHACRAS DE BELEN,15,Salto,-30.7893429,-57.7568625
03992,03,464,03992,COLINAS DE CARRASCO,03,Canelones,-34.788343,-56.0177206
14940,14,462,14940,BARRA DE VALIZAS,14,Rocha,-34.3369825,-53.7928131
08933,08,460,08933,INDEPENDENCIA,08,Florida,-34.3541414,-56.3984947
11823,11,454,11823,CASABLANCA,11,Paysandú,-32.3971639,-58.1565864
03975,03,453,03975,SANTA LUCIA DEL ESTE,03,Canelones,-34.7881795,-55.5377062
15970,15,447,15970,COLONIA ITAPEBI,15,Salto,-31.3369602,-57.4079571
04983,04,443,04983,BARRIO LOPEZ BENITEZ,04,Cerro Largo,-32.3634786,-54.2102767
03970,03,441,03970,EL GALEON,03,Canelones,-34.79408,-55.4866821
11931,11,439,11931,ESPERANZA,11,Paysandú,-32.3524425,-57.9525632
02959,02,438,02959,COLONIA PALMA,02,Artigas,-30.5841709,-57.6789928
17824,17,437,17824,SACACHISPAS,17,Soriano,-33.1174279,-57.6331157
06964,06,436,06964,SAN JORGE,06,Durazno,-32.8446509,-55.8963803
10931,10,423,10931,CERROS AZULES,10,Maldonado,-34.7658034,-55.3649103
15822,15,422,15822,BIASSINI,15,Salto,-31.2776239,-57.1262997
17825,17,421,17825,CAÑADA NIETO,17,Soriano,-33.6985655,-58.1094373
10945,10,416,10945,LAS FLORES,10,Maldonado,-34.8105373,-55.3319227
03827,03,415,03827,COSTA Y GUILLAMON,03,Canelones,-34.7602361,-56.2379754
10958,10,413,10958,PUNTA COLORADA,10,Maldonado,-34.9002403,-55.2580772
03948,03,409,03948,LA LUCHA,03,Canelones,-34.6706524,-56.2428021
18993,18,407,18993,CRUZ DE LOS CAMINOS,18,Tacuarembó,-32.2323893,-54.9660212
05824,05,390,05824,CUFRE,05,Colonia,-34.19644,-57.1058641
02721,02,389,02721,BERNABE RIVERA,02,Artigas,-30.2991698,-56.9701236
03833,03,387,03833,PARADA CABRERA,03,Canelones,-34.6245529,-56.2556026
05923,05,380,05923,CAMPANA,05,Colonia,-34.032615,-57.9029104
14960,14,379,14960,PTA. RUBIA Y STA. ISABEL DE LA PEDRERA,14,Rocha,,
11825,11,378,11825,CONSTANCIA,11,Paysandú,-32.2039074,-58.0058847
03337,03,376,03337,LAS BRUJAS,03,Canelones,-34.6906736,-56.3996001
16823,16,373,16823,MAL ABRIGO,16,San José,-34.1463991,-56.9528729
13832,13,373,13832,LAS FLORES,13,Rivera,-31.7822838,-55.1982306
11822,11,367,11822,BEISSO,11,Paysandú,-32.3185545,-57.0525491
10947,10,364,10947,MANANTIALES,10,Maldonado,-34.9059095,-54.8238616
16961,16,362,16961,RADIAL,16,San José,-34.5514117,-56.758189
17624,17,346,17624,PALMAR,17,Soriano,-33.0626225,-57.460298
03914,03,335,03914,PASO ESPINOSA,03,Canelones,-34.4946564,-56.2830556
11929,11,335,11929,EL EUCALIPTUS,11,Paysandú,-31.9022249,-57.2675727
03968,03,334,03968,PIEDRA DEL TORO,03,Canelones,-34.7023026,-55.8876273
16822,16,331,16822,GONZALEZ,16,San José,-34.2291805,-56.8761515
03840,03,330,03840,ESTACION TAPIA,03,Canelones,-34.5657364,-55.7505504
05960,05,325,05960,PLAYA BRITOPOLIS,05,Colonia,-34.4318646,-57.2711739
03333,03,322,03333,BARRIO LA CINACINA,03,Canelones,-34.7106618,-56.1115417
05951,05,318,05951,LOS PINOS,05,Colonia,-34.4338318,-57.2436815
03881,03,317,03881,VILLA HADITA,03,Canelones,-34.7093027,-56.0503811
08822,08,316,08822,GOÑI,08,Florida,-33.5202277,-56.4116879
14942,14,315,14942,LA PEDRERA,14,Rocha,-34.5914951,-54.126862
18834,18,313,18834,BALNEARIO IPORA,18,Tacuarembó,-31.6682816,-55.9564806
13943,13,312,13943,MASOLLER,13,Rivera,-31.0839524,-56.00273
17798,17,311,17798,AGRACIADA,17,Soriano,-33.8086462,-58.2671913
05827,05,305,05827,ESTANZUELA,05,Colonia,-34.3286343,-57.72548
10982,10,301,10982,SANTA MONICA,10,Maldonado,-34.8472967,-54.704203
13831,13,295,13831,LAPUENTE,13,Rivera,-31.4687955,-54.9631455
08825,08,293,08825,REBOLEDO,08,Florida,-33.9939813,-55.6488831
03994,03,293,03994,CARMEL,03,Canelones,-34.7875446,-55.9804691
05969,05,293,05969,RADIAL HERNANDEZ,05,Colonia,-34.1207753,-58.0078882
04824,04,287,04824,CERRO DE LAS CUENTAS,04,Cerro Largo,-32.6201495,-54.5938134
03928,03,286,03928,CAMPO MILITAR,03,Canelones,-34.577923,-56.3932635
05997,05,284,05997,PUEBLO GIL,05,Colonia,-34.1525032,-58.0296579
03995,03,283,03995,LA ASUNCION,03,Canelones,-34.8190911,-55.9857948
11824,11,281,11824,CERRO CHATO,11,Paysandú,-31.8712846,-57.5370872
03880,03,278,03880,VILLA SAN FELIPE,03,Canelones,-34.7084291,-56.0570135
03956,03,277,03956,LOS TITANES,03,Canelones,-34.7799831,-55.5667766
13830,13,273,13830,PASO HOSPITAL,13,Rivera,-31.654542,-54.6202605
09957,09,270,09957,BARRIO LA CORONILLA - ANCAP,09,Lavalleja,-34.3969078,-55.299279
18724,18,269,18724,PASO DEL CERRO,18,Tacuarembó,-31.4790522,-55.8322326
12826,12,268,12826,VILLA GENERAL BORGES,12,Río Negro,-32.55823,-57.3883021
12828,12,267,12828,LAS CAÑAS,12,Río Negro,-33.1697133,-58.3544869
12923,12,263,12923,BELLACO,12,Río Negro,-32.7632952,-57.881223
15946,15,257,15946,LLUVERAS,15,Salto,-31.1026107,-57.0633003
07921,07,256,07921,ANDRESITO,07,Flores,-33.1677169,-57.1302181
03934,03,255,03934,CRUZ DE LOS CAMINOS,03,Canelones,-34.6337111,-55.9629427
04822,04,250,04822,BAÑADO DE MEDINA,04,Cerro Largo,-32.403435,-54.3503804
04924,04,247,04924,AREVALO,04,Cerro Largo,-32.6390006,-55.0783849
12823,12,247,12823,PASO DE LOS MELLIZOS,12,Río Negro,-32.52001,-57.1614609
15721,15,247,15721,FERNANDEZ,15,Salto,-31.1782989,-56.3668545
15832,15,246,15832,SAUCEDO,15,Salto,-31.1072062,-57.5291445
16945,16,245,16945,RINCON DEL PINO,16,San José,-34.503131,-56.8341549
14941,14,245,14941,LA ESMERALDA,14,Rocha,-34.1589767,-53.6889922
05987,05,245,05987,ZAGARZAZU,05,Colonia,-33.9647047,-58.3322447
03985,03,244,03985,LA TUNA,03,Canelones,-34.7828965,-55.5605186
10929,10,225,10929,CANTERAS DE MARELLI,10,Maldonado,-34.8436291,-54.9432246
18931,18,224,18931,CUCHILLA DE PERALTA,18,Tacuarembó,-32.4939149,-56.3555793
04923,04,217,04923,ARBOLITO,04,Cerro Largo,-32.6105984,-54.2112571
09956,09,215,09956,VILLA SERRANA,09,Lavalleja,-34.3223672,-54.9893614
13833,13,213,13833,MOIRONES,13,Rivera,-31.6041336,-54.9839544
14826,14,209,14826,BARRIO PEREIRA,14,Rocha,-33.8838835,-53.5211074
16962,16,206,16962,COLOLO TINOSA,16,San José,-34.6149303,-56.6557265
05722,05,203,05722,CASERIO EL CERRO,05,Colonia,-33.9880241,-58.2373199
11826,11,203,11826,MORATO,11,Paysandú,-32.3786079,-56.7030466
03945,03,203,03945,INSTITUTO ADVENTISTA,03,Canelones,-34.6286608,-56.2535802
08944,08,202,08944,PUNTAS DE MACIEL,08,Florida,-33.6223854,-56.3624812
05798,05,202,05798,AGRACIADA,05,Colonia,-33.8108891,-58.2652861
04828,04,201,04828,TOLEDO,04,Cerro Largo,-32.5295905,-54.5294232
15976,15,200,15976,BARRIO HIPICO,15,Salto,-31.080559,-57.8372348
15823,15,200,15823,CAMPO DE TODOS,15,Salto,-31.5592942,-57.6145818
08995,08,200,08995,SAN GABRIEL,08,Florida,-34.0381818,-55.8863283
04968,04,198,04968,RAMON TRIGO,04,Cerro Largo,-32.3490674,-54.6379487
08940,08,196,08940,PINTADO,08,Florida,-33.8340639,-56.3053651
14822,14,195,14822,19 DE ABRIL,14,Rocha,-34.3630623,-54.0667644
05998,05,195,05998,CERRO CARMELO,05,Colonia,-33.981533,-58.2298371
08923,08,194,08923,BERRONDO,08,Florida,-34.1472129,-56.2777223
03942,03,194,03942,ESTACION PEDRERA,03,Canelones,-34.6097669,-55.815786
14964,14,192,14964,LA RIBIERA,14,Rocha,,
10962,10,190,10962,RUTA 37 Y 9 - SIERRAS DEL TIROL,10,Maldonado,,
